Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
62597-AND,Female,74,Yes,"Andhra Pradesh",12,25,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",85.90,2220.10,0.00,0.00,1109.97,3330.07,Stayed,Others,Others
62597-UTT,Male,33,Yes,"Uttar Pradesh",0,29,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",91.70,3479.05,0.00,0.00,482.98,3962.03,Stayed,Others,Others
62603-TEL,Male,45,No,Telangana,10,35,"Deal 5",No,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",34.20,256.60,0.00,0.00,0.00,256.60,Stayed,Others,Others
62607-HAR,Male,24,No,Haryana,10,6,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",18.95,326.80,0.00,0.00,521.92,848.72,Stayed,Others,Others
62631-TAM,Female,65,No,"Tamil Nadu",7,11,"Deal 4",Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",66.35,740.80,0.00,0.00,172.59,913.39,Churned,Competitor,"Competitor had better devices"
62641-KAR,Female,73,Yes,Karnataka,11,32,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",70.15,916.75,0.00,90.00,492.18,1498.93,Churned,Dissatisfaction,"Poor expertise of online support"
62656-BIH,Male,53,Yes,Bihar,5,21,None,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",56.25,56.25,0.00,0.00,26.14,82.39,Churned,Price,"Lack of affordable download/upload speed"
62656-MAH,Female,54,Yes,Maharashtra,10,14,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",111.30,7985.90,0.00,0.00,3515.92,11501.82,Stayed,Others,Others
62657-MAH,Male,21,Yes,Maharashtra,6,2,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",19.65,67.55,0.00,0.00,73.12,140.67,Stayed,Others,Others
62663-TAM,Female,23,Yes,"Tamil Nadu",13,11,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",103.25,5037.55,0.00,0.00,305.28,5342.83,Churned,Attitude,"Attitude of service provider"
62667-PUN,Male,71,Yes,Punjab,5,25,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,"Credit Card",84.85,415.55,0.00,20.00,136.75,572.30,Churned,Competitor,"Competitor had better devices"
62683-UTT,Female,30,No,"Uttar Pradesh",12,20,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",20.55,1343.40,30.53,0.00,1549.04,2861.91,Stayed,Others,Others
62686-HAR,Female,52,Yes,Haryana,1,21,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",84.50,3906.70,0.00,0.00,1332.80,5239.50,Stayed,Others,Others
62725-PUD,Male,78,No,Puducherry,4,25,"Deal 3",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",24.90,847.80,0.00,0.00,103.95,951.75,Stayed,Others,Others
62729-WES,Female,42,Yes,"West Bengal",1,35,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",19.75,1272.05,0.00,0.00,698.82,1970.87,Stayed,Others,Others
62731-KER,Male,69,Yes,Kerala,8,21,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",90.50,1910.60,0.00,0.00,1014.42,2925.02,Churned,Other,"Don't know"
62759-MAH,Male,44,No,Maharashtra,8,21,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",86.55,649.65,0.00,0.00,198.08,847.73,Churned,Attitude,"Attitude of service provider"
62771-ASS,Female,19,No,Assam,10,11,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",-3.00,78.30,0.00,0.00,167.76,246.06,Stayed,Others,Others
62794-MAD,Female,40,No,"Madhya Pradesh",12,16,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Credit Card",90.40,5099.15,0.00,0.00,1240.80,6339.95,Stayed,Others,Others
62802-TEL,Female,52,Yes,Telangana,0,33,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",96.60,291.90,0.00,0.00,29.85,321.75,Churned,Price,"Price too high"
62807-JHA,Male,76,Yes,Jharkhand,5,32,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",44.95,85.15,0.00,0.00,53.24,138.39,Churned,Other,"Don't know"
62817-ASS,Female,64,No,Assam,6,34,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",109.75,4900.65,0.00,0.00,336.60,5237.25,Stayed,Others,Others
62820-DEL,Male,40,No,Delhi,13,33,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.10,655.30,38.61,0.00,411.25,1027.94,Stayed,Others,Others
62829-RAJ,Male,58,No,Rajasthan,15,3,None,No,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",60.65,743.30,40.41,0.00,0.00,702.89,Stayed,Others,Others
62854-MAH,Male,70,No,Maharashtra,6,2,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",110.75,5832.00,6.26,0.00,1198.08,7023.82,Stayed,Others,Others
62857-PUN,Female,74,No,Punjab,12,9,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.50,676.70,0.00,0.00,95.41,772.11,Churned,Dissatisfaction,"Network reliability"
62867-GUJ,Female,31,No,Gujarat,12,13,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,No,No,Yes,"One Year",Yes,"Bank Withdrawal",100.15,6643.50,0.00,0.00,2380.30,9023.80,Stayed,Others,Others
62880-DEL,Female,47,No,Delhi,2,12,"Deal 2",Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",54.55,2455.05,0.00,0.00,1350.72,3805.77,Stayed,Others,Others
62880-HAR,Male,28,No,Haryana,2,33,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.65,358.15,0.00,0.00,658.92,1017.07,Stayed,Others,Others
62886-RAJ,Female,78,No,Rajasthan,4,10,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",94.25,3217.55,0.00,0.00,97.92,3315.47,Churned,Competitor,"Competitor had better devices"
62910-ASS,Male,44,No,Assam,5,1,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",45.40,518.90,0.00,0.00,133.44,652.34,Churned,Competitor,"Competitor made better offer"
62959-PUN,Male,59,Yes,Punjab,7,6,"Deal 5",No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",23.45,23.45,0.00,0.00,0.00,23.45,Churned,Price,"Price too high"
62961-TEL,Female,32,Yes,Telangana,0,24,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",103.10,6595.00,0.00,0.00,2847.24,9442.24,Stayed,Others,Others
62966-TAM,Female,39,No,"Tamil Nadu",5,24,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",104.05,6590.50,0.00,0.00,1095.54,7686.04,Stayed,Others,Others
62989-TAM,Female,25,No,"Tamil Nadu",10,21,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",113.65,8166.80,0.00,0.00,306.72,8473.52,Stayed,Others,Others
62994-KER,Male,41,Yes,Kerala,1,36,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",90.60,5817.45,0.00,0.00,2368.00,8185.45,Stayed,Others,Others
62994-UTT,Female,67,No,"Uttar Pradesh",13,21,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",88.40,2191.15,0.00,0.00,486.00,2677.15,Stayed,Others,Others
63004-WES,Female,70,Yes,"West Bengal",7,22,"Deal 3",No,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,"One Year",Yes,"Credit Card",50.40,1580.10,0.00,0.00,0.00,1580.10,Stayed,Others,Others
63009-PUN,Female,41,Yes,Punjab,1,15,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",19.90,323.15,0.00,0.00,435.54,758.69,Stayed,Others,Others
63030-MAH,Male,44,Yes,Maharashtra,13,19,"Deal 5",Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",42.90,42.90,0.00,0.00,4.02,46.92,Churned,Competitor,"Competitor had better devices"
63062-GUJ,Female,74,No,Gujarat,8,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",20.75,485.20,37.64,0.00,1054.09,1501.65,Stayed,Others,Others
63064-WES,Female,70,No,"West Bengal",1,34,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",102.10,6688.10,0.00,0.00,644.48,7332.58,Stayed,Others,Others
63067-KER,Male,26,No,Kerala,12,34,"Deal 2",Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,No,Yes,Yes,Yes,"One Year",No,"Credit Card",72.45,4653.85,14.23,0.00,1738.75,6378.37,Churned,Competitor,"Competitor offered more data"
63076-KAR,Male,30,Yes,Karnataka,8,31,"Deal 1",Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",88.60,6201.95,0.00,0.00,3201.12,9403.07,Stayed,Others,Others
63087-PUN,Female,59,No,Punjab,2,26,"Deal 4",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",103.85,2215.00,0.00,0.00,333.69,2548.69,Stayed,Others,Others
63091-MAH,Female,30,Yes,Maharashtra,12,26,"Deal 3",Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",No,"Credit Card",74.75,2453.30,0.00,0.00,1612.05,4065.35,Stayed,Others,Others
63091-WES,Female,61,Yes,"West Bengal",13,16,"Deal 5",Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",55.20,220.65,0.00,0.00,29.96,250.61,Stayed,Others,Others
63113-ASS,Female,27,No,Assam,10,20,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",26.30,1763.55,0.00,0.00,1523.52,3287.07,Stayed,Others,Others
63117-BIH,Female,51,No,Bihar,1,27,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",69.80,377.85,0.00,0.00,231.00,608.85,Stayed,Others,Others
63125-MAD,Female,50,No,"Madhya Pradesh",6,33,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",45.05,2462.60,0.00,0.00,1848.00,4310.60,Stayed,Others,Others
63129-PUN,Female,77,Yes,Punjab,5,19,None,Yes,No,Yes,"Fiber Optic",Yes,No,Yes,Yes,No,Yes,No,No,Month-to-Month,Yes,"Credit Card",96.30,1426.75,0.00,150.00,286.65,1863.40,Churned,Attitude,"Attitude of support person"
63137-TAM,Female,18,No,"Tamil Nadu",12,12,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",103.25,6017.65,0.00,0.00,2581.00,8598.65,Churned,Competitor,"Competitor made better offer"
63165-JAM,Female,70,Yes,"Jammu & Kashmir",10,13,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",69.95,69.95,0.00,10.00,22.50,102.45,Churned,Competitor,"Competitor made better offer"
63169-PUN,Female,37,No,Punjab,6,21,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",92.55,1515.10,0.00,0.00,301.07,1816.17,Churned,Other,Moved
63182-TEL,Female,35,No,Telangana,12,34,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.10,1620.80,0.00,0.00,862.03,2482.83,Stayed,Others,Others
63192-MAH,Male,54,No,Maharashtra,1,23,"Deal 3",Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",50.00,1474.90,0.00,0.00,694.80,2169.70,Stayed,Others,Others
63196-TEL,Male,33,No,Telangana,6,20,"Deal 3",No,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,"One Year",No,"Mailed Check",35.35,1317.95,0.00,0.00,0.00,1317.95,Stayed,Others,Others
63217-PUN,Male,28,No,Punjab,2,17,None,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",50.15,2058.50,37.03,0.00,972.00,2993.47,Stayed,Others,Others
63237-DEL,Female,19,No,Delhi,15,10,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.05,79.05,0.00,0.00,31.34,110.39,Churned,Competitor,"Competitor made better offer"
63252-JAM,Male,72,Yes,"Jammu & Kashmir",0,14,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",76.45,76.45,0.00,10.00,3.84,90.29,Churned,Competitor,"Competitor made better offer"
63295-KER,Male,70,Yes,Kerala,12,6,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",104.45,4863.85,36.78,0.00,1893.82,6720.89,Stayed,Others,Others
63298-MAH,Female,38,No,Maharashtra,11,32,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",44.80,169.65,0.00,0.00,103.60,273.25,Stayed,Others,Others
63300-UTT,Male,58,No,"Uttar Pradesh",4,1,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",78.80,78.80,0.00,0.00,28.04,106.84,Churned,Attitude,"Attitude of service provider"
63303-TAM,Male,25,No,"Tamil Nadu",10,28,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,"Credit Card",73.75,871.40,0.00,0.00,179.52,1050.92,Churned,Attitude,"Attitude of support person"
63305-KAR,Male,40,Yes,Karnataka,6,16,"Deal 2",No,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",53.95,2375.40,0.00,0.00,0.00,2375.40,Churned,Competitor,"Competitor offered more data"
63307-TEL,Male,23,Yes,Telangana,13,8,"Deal 2",Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",51.10,2092.90,0.00,0.00,1379.60,3472.50,Stayed,Others,Others
63309-MAH,Female,75,Yes,Maharashtra,2,14,"Deal 3",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.50,2514.50,13.43,0.00,494.00,2995.07,Churned,Dissatisfaction,"Limited range of services"
63314-PUN,Male,43,Yes,Punjab,12,31,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",73.00,5163.00,0.00,0.00,1370.20,6533.20,Stayed,Others,Others
63347-TEL,Male,32,Yes,Telangana,13,4,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",86.85,6263.80,0.00,0.00,717.81,6981.61,Stayed,Others,Others
63359-JAM,Male,68,Yes,"Jammu & Kashmir",6,12,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.60,690.25,0.00,0.00,1129.26,1819.51,Stayed,Others,Others
63402-TAM,Female,64,No,"Tamil Nadu",12,28,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",98.35,6929.40,0.00,0.00,3211.92,10141.32,Stayed,Others,Others
63418-UTT,Female,41,No,"Uttar Pradesh",0,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",19.55,658.95,0.00,0.00,932.17,1591.12,Churned,Attitude,"Attitude of support person"
63419-KAR,Female,59,No,Karnataka,10,34,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.70,826.10,0.00,0.00,1204.50,2030.60,Stayed,Others,Others
63434-BIH,Female,43,No,Bihar,6,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.40,482.80,0.00,0.00,860.64,1343.44,Stayed,Others,Others
63437-MAH,Female,34,Yes,Maharashtra,12,16,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,"Credit Card",19.25,86.05,0.00,0.00,105.05,191.10,Stayed,Others,Others
63441-RAJ,Male,40,Yes,Rajasthan,13,13,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.40,2001.50,0.00,0.00,870.76,2872.26,Churned,Dissatisfaction,"Lack of self-service on Website"
63457-UTT,Male,33,Yes,"Uttar Pradesh",7,16,"Deal 3",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",80.70,2193.00,0.00,0.00,536.64,2729.64,Stayed,Others,Others
63458-GUJ,Male,61,No,Gujarat,5,36,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Mailed Check",25.50,1281.25,0.00,0.00,1043.97,2325.22,Stayed,Others,Others
63463-UTT,Female,64,No,"Uttar Pradesh",9,18,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",79.65,604.70,0.00,0.00,282.24,886.94,Churned,Attitude,"Attitude of support person"
63464-ODI,Male,54,Yes,Odisha,12,20,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.60,678.80,0.00,0.00,885.02,1563.82,Stayed,Others,Others
63477-AND,Female,18,No,"Andhra Pradesh",9,1,None,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",65.70,134.35,0.00,0.00,54.54,188.89,Churned,Competitor,"Competitor had better devices"
63480-TEL,Female,22,No,Telangana,14,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",-6.00,707.50,0.00,0.00,1176.96,1884.46,Stayed,Others,Others
63499-AND,Male,50,Yes,"Andhra Pradesh",5,28,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",45.85,45.85,0.00,0.00,14.90,60.75,Churned,Other,"Don't know"
63502-GUJ,Male,32,No,Gujarat,2,11,None,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,"One Year",Yes,"Credit Card",63.70,2188.50,0.00,0.00,1708.20,3896.70,Stayed,Others,Others
63512-TAM,Female,21,Yes,"Tamil Nadu",9,9,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Bank Withdrawal",19.60,189.45,0.00,0.00,393.50,582.95,Stayed,Others,Others
63513-TEL,Female,35,No,Telangana,15,30,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",25.45,1813.35,0.00,0.00,294.65,2108.00,Stayed,Others,Others
63539-GUJ,Female,25,Yes,Gujarat,8,9,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",79.10,1783.75,0.00,0.00,349.14,2132.89,Stayed,Others,Others
63548-GUJ,Female,55,Yes,Gujarat,15,16,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",25.15,1683.60,0.00,0.00,1370.82,3054.42,Stayed,Others,Others
63551-TAM,Male,56,Yes,"Tamil Nadu",14,28,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",104.75,6536.50,0.00,0.00,3071.25,9607.75,Stayed,Others,Others
63565-JAM,Female,38,Yes,"Jammu & Kashmir",8,10,None,Yes,No,Yes,"Fiber Optic",No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.85,647.50,0.00,0.00,72.90,720.40,Stayed,Others,Others
63592-RAJ,Female,31,Yes,Rajasthan,3,26,None,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,"One Year",Yes,"Credit Card",-5.00,711.95,0.00,90.00,0.00,801.95,Stayed,Others,Others
63602-PUN,Female,19,No,Punjab,4,2,"Deal 1",No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",59.50,4144.80,23.72,0.00,0.00,4121.08,Stayed,Others,Others
63605-HAR,Male,46,Yes,Haryana,14,30,None,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Credit Card",56.65,654.85,0.00,0.00,95.64,750.49,Churned,Price,"Extra data charges"
63608-UTT,Female,47,No,"Uttar Pradesh",6,11,"Deal 3",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.80,475.20,0.00,0.00,348.25,823.45,Stayed,Others,Others
63610-TAM,Female,40,Yes,"Tamil Nadu",4,23,None,Yes,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,"Two Year",No,"Credit Card",64.25,1024.00,0.00,0.00,372.96,1396.96,Stayed,Others,Others
63614-WES,Female,58,No,"West Bengal",3,23,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",69.85,5102.35,25.24,0.00,2042.64,7119.75,Stayed,Others,Others
63633-KAR,Male,65,Yes,Karnataka,11,24,"Deal 2",No,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",48.80,2555.05,0.00,0.00,0.00,2555.05,Stayed,Others,Others
63662-TAM,Male,25,Yes,"Tamil Nadu",6,30,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,No,No,Yes,"One Year",No,"Credit Card",104.50,6590.80,0.00,0.00,1351.35,7942.15,Stayed,Others,Others
63682-JHA,Male,45,Yes,Jharkhand,11,21,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.55,1240.15,0.00,0.00,2493.44,3733.59,Stayed,Others,Others
63688-HAR,Female,44,Yes,Haryana,13,11,"Deal 2",Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,"One Year",No,"Bank Withdrawal",56.15,3487.95,0.00,0.00,493.52,3981.47,Stayed,Others,Others
63724-WES,Male,37,Yes,"West Bengal",9,24,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"Two Year",No,"Credit Card",40.10,857.75,0.00,0.00,0.00,857.75,Stayed,Others,Others
63739-BIH,Female,22,Yes,Bihar,2,12,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",80.00,412.50,40.00,10.00,219.95,602.45,Churned,Competitor,"Competitor made better offer"
63739-KAR,Male,60,Yes,Karnataka,10,8,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19.95,19.95,0.00,0.00,17.61,37.56,Churned,Attitude,"Attitude of support person"
63751-BIH,Female,63,No,Bihar,9,11,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",23.75,1679.25,0.00,0.00,1522.08,3201.33,Stayed,Others,Others
63752-KAR,Female,47,Yes,Karnataka,3,35,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",91.05,2954.50,0.00,70.00,1501.44,4525.94,Churned,Competitor,"Competitor offered more data"
63809-BIH,Male,70,No,Bihar,9,16,"Deal 2",No,No,Yes,Cable,No,No,No,No,No,Yes,No,No,"One Year",No,"Bank Withdrawal",34.20,1596.60,0.00,0.00,0.00,1596.60,Stayed,Others,Others
63813-ODI,Male,59,No,Odisha,2,19,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Mailed Check",78.00,851.80,0.00,0.00,518.32,1370.12,Stayed,Others,Others
63820-KAR,Male,21,Yes,Karnataka,11,5,"Deal 1",Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",25.00,1738.90,0.00,0.00,1370.88,3109.78,Stayed,Others,Others
